 


  
  

NCAA Men's Basketball
Division IScoring Margin
Through Games 03/14/2010


"Rank","Name","GM","W-L","PTS","PPG","OPP PTS","OPP PPG","SCR MAR"
"32","California","33","23-10","2573","78.0","2257","68.4","9.6"
"","New Mexico","33","29-4","2529","76.6","2213","67.1","9.6"
"34","Clemson","31","21-10","2272","73.3","1979","63.8","9.5"
"35","West Virginia","33","27-6","2408","73.0","2105","63.8","9.2"
"36","UNI","32","28-4","2026","63.3","1737","54.3","9.0"
"37","Michigan St.","32","24-8","2324","72.6","2038","63.7","8.9"
"38","Minnesota","34","21-13","2479","72.9","2177","64.0","8.9"
"39","San Diego St.","33","25-8","2330","70.6","2039","61.8","8.8"
"40","Montana","31","22-9","2171","70.0","1898","61.2","8.8"
"41","Temple","34","29-5","2208","64.9","1909","56.1","8.8"
"42","Marquette","33","22-11","2407","72.9","2118","64.2","8.8"
"43","Tennessee","33","25-8","2430","73.6","2143","64.9","8.7"
"44","Harvard","28","21-7","2074","74.1","1835","65.5","8.5"
"45","Morehead St.","33","23-10","2342","71.0","2065","62.6","8.4"
"46","Florida St.","31","22-9","2123","68.5","1865","60.2","8.3"
"47","Arizona St.","32","22-10","2136","66.8","1871","58.5","8.3"
"48","Vanderbilt","32","24-8","2472","77.3","2208","69.0","8.3"
"49","Wofford","34","26-8","2359","69.4","2081","61.2","8.2"
"50","Georgetown","33","23-10","2417","73.2","2149","65.1","8.1"
"51","Mississippi St.","34","23-11","2467","72.6","2193","64.5","8.1"
"52","Wichita St.","34","25-9","2357","69.3","2088","61.4","7.9"
"53","Ole Miss","31","21-10","2416","77.9","2173","70.1","7.8"
"","Virginia Tech","31","23-8","2255","72.7","2012","64.9","7.8"
"55","Miami (FL)","33","20-13","2390","72.4","2136","64.7","7.7"
"56","Georgia Tech","34","22-12","2491","73.3","2231","65.6","7.6"
"57","Quinnipiac","32","23-9","2354","73.6","2113","66.0","7.5"
"58","Princeton","28","20-8","1673","59.8","1464","52.3","7.5"
"59","IUPUI","34","24-10","2539","74.7","2286","67.2","7.4"
"60","Dayton","32","20-12","2231","69.7","1995","62.3","7.4"
"61","Notre Dame","34","23-11","2585","76.0","2342","68.9","7.1"
"62","Northern Colo.","31","24-7","2286","73.7","2066","66.6","7.1"
"63","Richmond","34","26-8","2356","69.3","2116","62.2","7.1"
"64","Texas A&M","32","23-9","2296","71.8","2076","64.9","6.9"
"65","Louisville","32","20-12","2443","76.3","2227","69.6","6.8"
"66","Pittsburgh","32","24-8","2179","68.1","1964","61.4","6.7"
"67","Wright St.","32","20-12","2163","67.6","1950","60.9","6.7"
"68","SFA","32","23-9","2126","66.4","1914","59.8","6.6"
"69","Morgan St.","36","27-9","2763","76.8","2529","70.3","6.5"
"70","Tulsa","34","23-11","2426","71.4","2209","65.0","6.4"
"71","Portland","31","21-10","2233","72.0","2036","65.7","6.4"
"72","Vermont","34","25-9","2401","70.6","2188","64.4","6.3"
"73","Oklahoma St.","32","22-10","2378","74.3","2179","68.1","6.2"
"74","UAB","31","23-8","2084","67.2","1892","61.0","6.2"
"75","Florida","33","21-12","2363","71.6","2159","65.4","6.2"
"76","Rhode Island","32","23-9","2430","75.9","2241","70.0","5.9"
"","Illinois St.","32","22-10","2241","70.0","2052","64.1","5.9"
"78","Southeastern La.","31","19-12","2255","72.7","2074","66.9","5.8"
"79","Kent St.","32","23-9","2249","70.3","2064","64.5","5.8"
"80","Weber St.","30","20-10","2299","76.6","2126","70.9","5.8"
"81","Oakland","34","26-8","2610","76.8","2415","71.0","5.7"
"82","Ohio","35","21-14","2598","74.2","2403","68.7","5.6"
"83","Stony Brook","31","22-9","2139","69.0","1971","63.6","5.4"
"84","Seton Hall","31","19-12","2494","80.5","2327","75.1","5.4"
"85","Akron","34","24-10","2406","70.8","2223","65.4","5.4"
"86","Western Caro.","33","22-11","2437","73.8","2262","68.5","5.3"
"","Southern Miss.","33","20-13","2143","64.9","1968","59.6","5.3"
"88","Campbell","30","19-11","2057","68.6","1900","63.3","5.2"
"89","Appalachian St.","34","22-12","2537","74.6","2360","69.4","5.2"
"90","Missouri St.","32","20-12","2271","71.0","2105","65.8","5.2"
"91","Lehigh","32","22-10","2404","75.1","2241","70.0","5.1"
"92","Pacific","31","20-11","2019","65.1","1864","60.1","5.0"
"93","Middle Tenn.","32","19-13","2203","68.8","2048","64.0","4.8"
"94","North Texas","32","24-8","2375","74.2","2221","69.4","4.8"
"95","Nevada","32","20-12","2546","79.6","2396","74.9","4.7"
"96","UTSA","30","19-11","2121","70.7","1983","66.1","4.6"
"97","Belmont","31","19-12","2266","73.1","2124","68.5","4.6"
"98","Eastern Ky.","32","20-12","2272","71.0","2126","66.4","4.6"
"99","Wake Forest","29","19-10","2116","73.0","1985","68.4","4.5"
"100","Western Ky.","34","21-13","2422","71.2","2269","66.7","4.5"
"101","Northeastern","32","20-12","2067","64.6","1924","60.1","4.5"
"102","Fairfield","32","22-10","2258","70.6","2118","66.2","4.4"
"103","Iona","31","21-10","2050","66.1","1921","62.0","4.2"
"104","Louisiana Tech","33","23-10","2451","74.3","2316","70.2","4.1"
"105","Houston","34","19-15","2674","78.6","2535","74.6","4.1"
"106","Oral Roberts","33","20-13","2313","70.1","2182","66.1","4.0"
"107","Boston U.","32","19-13","2266","70.8","2140","66.9","3.9"
"108","Lipscomb","30","17-13","2373","79.1","2255","75.2","3.9"
"109","Northwestern","33","20-13","2287","69.3","2162","65.5","3.8"
"110","Alabama","32","17-15","2192","68.5","2073","64.8","3.7"
"111","Detroit Mercy","34","20-14","2360","69.4","2234","65.7","3.7"
"112","Illinois","33","19-14","2325","70.5","2205","66.8","3.6"
"113","UConn","32","17-15","2258","70.6","2144","67.0","3.6"
"114","Saint Louis","31","20-11","1962","63.3","1854","59.8","3.5"
"115","Troy","32","20-12","2402","75.1","2294","71.7","3.4"
"116","Hofstra","33","19-14","2324","70.4","2216","67.2","3.3"
"117","Boston College","31","15-16","2145","69.2","2048","66.1","3.1"
"118","Arkansas St.","31","17-14","2160","69.7","2065","66.6","3.1"
"119","Radford","31","19-12","2217","71.5","2127","68.6","2.9"
"120","North Carolina","32","16-16","2406","75.2","2314","72.3","2.9"
"","William & Mary","32","22-10","2141","66.9","2049","64.0","2.9"
"122","Eastern Ill.","31","19-12","2112","68.1","2023","65.3","2.9"
"123","Robert Morris","34","23-11","2329","68.5","2233","65.7","2.8"
"124","Niagara","33","18-15","2382","72.2","2289","69.4","2.8"
"125","NC State","34","19-15","2288","67.3","2193","64.5","2.8"
"126","Western Mich.","33","18-15","2287","69.3","2195","66.5","2.8"
"127","Michigan","32","15-17","2059","64.3","1970","61.6","2.8"
"128","Mt. St. Mary's","31","16-15","2045","66.0","1959","63.2","2.8"
"129","ETSU","34","20-14","2353","69.2","2262","66.5","2.7"
"130","Southern Ill.","30","15-15","2104","70.1","2026","67.5","2.6"
"131","Jacksonville","31","19-12","2173","70.1","2093","67.5","2.6"
"132","UC Santa Barbara","29","20-9","1977","68.2","1904","65.7","2.5"
"133","Cincinnati","33","18-15","2266","68.7","2184","66.2","2.5"
"134","Southern California","30","16-14","1789","59.6","1715","57.2","2.5"
"135","George Washington","30","16-14","2107","70.2","2034","67.8","2.4"
"136","Charlotte","31","19-12","2276","73.4","2205","71.1","2.3"
"137","Texas Southern","33","17-16","2241","67.9","2167","65.7","2.2"
"138","Maine","30","19-11","1931","64.4","1864","62.1","2.2"
"139","Prairie View","30","16-14","1930","64.3","1865","62.2","2.2"
"140","Iowa St.","32","15-17","2325","72.7","2256","70.5","2.2"
"141","Denver","32","19-13","2079","65.0","2012","62.9","2.1"
"142","A&M-Corpus Christi","32","17-15","2184","68.3","2119","66.2","2.0"
"143","Col. of Charleston","32","21-11","2381","74.4","2321","72.5","1.9"
"144","Virginia","31","15-16","2029","65.5","1971","63.6","1.9"
"145","Saint Peter's","30","16-14","1863","62.1","1808","60.3","1.8"
"146","SMU","31","14-17","2053","66.2","1998","64.5","1.8"
"147","Green Bay","33","21-12","2265","68.6","2207","66.9","1.8"
"148","St. John's (NY)","32","17-15","2150","67.2","2095","65.5","1.7"
"149","Davidson","31","16-15","2202","71.0","2149","69.3","1.7"
"150","Milwaukee","34","20-14","2370","69.7","2314","68.1","1.6"
"151","Hampton","32","14-18","2102","65.7","2050","64.1","1.6"
"152","South Fla.","32","20-12","2169","67.8","2118","66.2","1.6"
"153","Auburn","32","15-17","2422","75.7","2373","74.2","1.5"
"154","Cal St. Fullerton","31","16-15","2303","74.3","2263","73.0","1.3"
"155","Washington St.","31","16-15","2229","71.9","2190","70.6","1.3"
"156","Boise St.","32","15-17","2370","74.1","2331","72.8","1.2"
"157","Buffalo","30","18-12","2170","72.3","2135","71.2","1.2"
"158","The Citadel","32","16-16","1950","60.9","1914","59.8","1.1"
"159","Mercer","33","16-17","2514","76.2","2478","75.1","1.1"
"160","Charleston So.","30","13-17","2062","68.7","2030","67.7","1.1"
"161","Winthrop","32","19-13","1998","62.4","1964","61.4","1.1"
"162","Montana St.","29","15-14","1992","68.7","1962","67.7","1.0"
"163","Lafayette","32","19-13","2320","72.5","2287","71.5","1.0"
"164","South Dakota St.","30","14-16","2227","74.2","2197","73.2","1.0"
"","Creighton","31","16-15","2151","69.4","2120","68.4","1.0"
"166","South Carolina","31","15-16","2227","71.8","2197","70.9","1.0"
"167","Cleveland St.","33","16-17","2283","69.2","2254","68.3","0.9"
"168","Eastern Mich.","32","17-15","2124","66.4","2096","65.5","0.9"
"169","New Mexico St.","33","22-11","2595","78.6","2569","77.8","0.8"
"170","Arkansas","32","14-18","2391","74.7","2366","73.9","0.8"
"171","Nebraska","33","15-18","2194","66.5","2169","65.7","0.8"
"","Bethune-Cookman","33","17-16","2021","61.2","1996","60.5","0.8"
"173","Louisiana","30","13-17","2043","68.1","2025","67.5","0.6"
"174","Idaho","31","15-16","2206","71.2","2188","70.6","0.6"
"175","Purdue Fort Wayne","31","16-15","2129","68.7","2112","68.1","0.5"
"176","Colorado","31","15-16","2313","74.6","2299","74.2","0.5"
"177","Central Mich.","30","15-15","1937","64.6","1924","64.1","0.4"
"178","UT Arlington","30","16-14","2216","73.9","2205","73.5","0.4"
"179","Penn St.","31","11-20","2013","64.9","2005","64.7","0.3"
"180","Providence","31","12-19","2554","82.4","2547","82.2","0.2"
"181","Loyola Marymount","33","18-15","2502","75.8","2495","75.6","0.2"
"182","Delaware St.","29","17-12","1697","58.5","1691","58.3","0.2"
"183","Austin Peay","32","17-15","2320","72.5","2317","72.4","0.1"
"184","Bradley","31","16-15","2091","67.5","2089","67.4","0.1"
"185","Texas Tech","32","17-15","2441","76.3","2439","76.2","0.1"
"186","Utah","31","14-17","2059","66.4","2058","66.4","0.0"
"187","Colorado St.","31","16-15","2060","66.5","2060","66.5","0.0"
"188","South Carolina St.","32","18-14","2224","69.5","2225","69.5","0.0"
"189","Indiana St.","31","17-14","2059","66.4","2060","66.5","0.0"
"190","Long Beach St.","33","17-16","2344","71.0","2347","71.1","-0.1"
"191","Fla. Atlantic","30","14-16","2202","73.4","2205","73.5","-0.1"
"192","Arizona","31","16-15","2229","71.9","2233","72.0","-0.1"
"193","Drexel","32","16-16","2044","63.9","2051","64.1","-0.2"
"194","Furman","30","13-17","2052","68.4","2059","68.6","-0.2"
"195","Ark.-Pine Bluff","32","17-15","2061","64.4","2070","64.7","-0.3"
"196","St. Bonaventure","31","15-16","2173","70.1","2182","70.4","-0.3"
"197","Oregon","32","16-16","2237","69.9","2247","70.2","-0.3"
"198","George Mason","31","17-14","2049","66.1","2060","66.5","-0.4"
"199","Fresno St.","33","15-18","2188","66.3","2207","66.9","-0.6"
"200","Duquesne","31","16-15","2200","71.0","2219","71.6","-0.6"
"201","Army West Point","29","14-15","1749","60.3","1768","61.0","-0.7"
"202","Texas St.","31","15-16","2392","77.2","2413","77.8","-0.7"
"","Liberty","31","15-16","2093","67.5","2114","68.2","-0.7"
"204","Georgia","31","14-17","2128","68.6","2150","69.4","-0.7"
"205","Stanford","32","14-18","2212","69.1","2237","69.9","-0.8"
"206","Miami (OH)","32","14-18","1996","62.4","2024","63.3","-0.9"
"207","UC Riverside","29","12-17","1833","63.2","1859","64.1","-0.9"
"208","Bucknell","31","14-17","2077","67.0","2107","68.0","-1.0"
"209","Valparaiso","32","15-17","2344","73.3","2376","74.3","-1.0"
"210","Canisius","32","15-17","2125","66.4","2160","67.5","-1.1"
"211","Western Ill.","30","13-17","1771","59.0","1804","60.1","-1.1"
"212","High Point","30","15-15","2169","72.3","2203","73.4","-1.1"
"","Loyola Maryland","30","13-17","1949","65.0","1983","66.1","-1.1"
"214","UC Davis","32","14-18","2225","69.5","2262","70.7","-1.2"
"215","Sacred Heart","29","14-15","2087","72.0","2123","73.2","-1.2"
"216","Portland St.","32","13-19","2496","78.0","2536","79.3","-1.3"
"217","Oregon St.","31","14-17","1851","59.7","1893","61.1","-1.4"
"218","Northern Ariz.","28","14-14","1965","70.2","2003","71.5","-1.4"
"219","North Dakota St.","29","11-18","2047","70.6","2087","72.0","-1.4"
"220","Georgia St.","32","12-20","1993","62.3","2039","63.7","-1.4"
"221","Alabama St.","31","16-15","1998","64.5","2043","65.9","-1.5"
"222","Jackson St.","31","19-12","1961","63.3","2008","64.8","-1.5"
"223","Oklahoma","31","13-18","2235","72.1","2283","73.6","-1.5"
"224","UCF","32","15-17","2133","66.7","2184","68.3","-1.6"
"225","Utah Valley","30","12-18","1906","63.5","1954","65.1","-1.6"
"","New Hampshire","30","13-17","1825","60.8","1873","62.4","-1.6"
"227","South Alabama","32","17-15","2124","66.4","2177","68.0","-1.7"
"228","San Jose St.","31","14-17","2289","73.8","2342","75.5","-1.7"
"","Manhattan","31","11-20","2031","65.5","2084","67.2","-1.7"
"230","UCLA","32","14-18","2139","66.8","2195","68.6","-1.8"
"231","Ball St.","30","15-15","1818","60.6","1871","62.4","-1.8"
"232","Jacksonville St.","30","11-19","2088","69.6","2144","71.5","-1.9"
"233","Drake","33","14-19","2197","66.6","2259","68.5","-1.9"
"234","Rider","33","17-16","2295","69.5","2362","71.6","-2.0"
"235","LIU Brooklyn","31","14-17","2162","69.7","2225","71.8","-2.0"
"236","UC Irvine","32","14-18","2162","67.6","2228","69.6","-2.1"
"237","Chattanooga","33","15-18","2305","69.8","2379","72.1","-2.2"
"238","San Francisco","30","12-18","2116","70.5","2186","72.9","-2.3"
"239","McNeese","30","10-20","2032","67.7","2104","70.1","-2.4"
"","Loyola Chicago","30","14-16","1945","64.8","2017","67.2","-2.4"
"241","Holy Cross","31","9-22","2147","69.3","2223","71.7","-2.5"
"242","La Salle","30","12-18","2111","70.4","2193","73.1","-2.7"
"243","Lamar University","32","14-18","2200","68.8","2288","71.5","-2.8"
"244","Monmouth","31","12-19","1976","63.7","2065","66.6","-2.9"
"245","Bowling Green","30","14-16","1889","63.0","1976","65.9","-2.9"
"246","Yale","31","12-19","2067","66.7","2157","69.6","-2.9"
"247","Savannah St.","26","11-15","1528","58.8","1604","61.7","-2.9"
"248","James Madison","33","13-20","2210","67.0","2307","69.9","-2.9"
"249","Samford","31","11-20","1789","57.7","1881","60.7","-3.0"
"250","Youngstown St.","30","8-22","2002","66.7","2092","69.7","-3.0"
"251","Tennessee Tech","32","15-17","2375","74.2","2474","77.3","-3.1"
"252","TCU","32","13-19","2169","67.8","2269","70.9","-3.1"
"253","Central Conn. St.","30","12-18","1834","61.1","1935","64.5","-3.4"
"254","UNC Asheville","31","15-16","2296","74.1","2401","77.5","-3.4"
"255","UMKC","30","12-18","2002","66.7","2106","70.2","-3.5"
"256","La.-Monroe","31","12-19","2108","68.0","2224","71.7","-3.7"
"257","Alabama A&M","27","11-16","1778","65.9","1881","69.7","-3.8"
"258","Wyoming","31","10-21","2190","70.6","2309","74.5","-3.8"
"259","San Diego","32","11-21","1996","62.4","2119","66.2","-3.8"
"260","Colgate","29","10-19","1955","67.4","2069","71.3","-3.9"
"261","Kennesaw St.","33","13-20","2182","66.1","2314","70.1","-4.0"
"262","CSUN","32","11-21","2282","71.3","2412","75.4","-4.1"
"263","N.C. A&T","33","11-22","2241","67.9","2376","72.0","-4.1"
"264","Navy","30","13-17","2138","71.3","2261","75.4","-4.1"
"265","Evansville","30","9-21","1944","64.8","2068","68.9","-4.1"
"266","Massachusetts","32","12-20","2262","70.7","2396","74.9","-4.2"
"267","Rutgers","32","15-17","2160","67.5","2295","71.7","-4.2"
"268","Longwood","31","12-19","2297","74.1","2437","78.6","-4.5"
"269","St. Francis Brooklyn","29","11-18","1753","60.4","1884","65.0","-4.5"
"270","American","31","11-20","1941","62.6","2083","67.2","-4.6"
"271","Norfolk St.","30","11-19","2119","70.6","2260","75.3","-4.7"
"","Northern Ill.","30","10-20","2017","67.2","2158","71.9","-4.7"
"","Tulane","30","8-22","1864","62.1","2005","66.8","-4.7"
"274","Hawaii","30","10-20","2044","68.1","2187","72.9","-4.8"
"275","Nicholls St.","30","11-19","1967","65.6","2114","70.5","-4.9"
"276","LSU","31","11-20","1905","61.5","2059","66.4","-5.0"
"277","Northwestern St.","29","10-19","2186","75.4","2333","80.4","-5.1"
"278","Columbia","28","11-17","1686","60.2","1828","65.3","-5.1"
"279","Brown","31","11-20","2073","66.9","2231","72.0","-5.1"
"280","Cal Poly","31","12-19","2176","70.2","2335","75.3","-5.1"
"281","Indiana","31","10-21","2053","66.2","2215","71.5","-5.2"
"282","UNCW","31","9-22","2051","66.2","2215","71.5","-5.3"
"283","NJIT","31","10-21","1905","61.5","2070","66.8","-5.3"
"284","Iowa","32","10-22","1937","60.5","2112","66.0","-5.5"
"285","Santa Clara","32","11-21","2049","64.0","2225","69.5","-5.5"
"286","Little Rock","30","8-22","2028","67.6","2194","73.1","-5.5"
"287","Binghamton","31","13-18","1909","61.6","2082","67.2","-5.6"
"288","Rice","31","8-23","1983","64.0","2161","69.7","-5.7"
"289","DePaul","31","8-23","1891","61.0","2073","66.9","-5.9"
"290","Air Force","31","10-21","1773","57.2","1957","63.1","-5.9"
"291","Elon","32","9-23","2141","66.9","2335","73.0","-6.1"
"292","Saint Joseph's","31","11-20","2141","69.1","2330","75.2","-6.1"
"","North Florida","31","13-18","1830","59.0","2019","65.1","-6.1"
"294","Albany (NY)","32","7-25","2007","62.7","2212","69.1","-6.4"
"295","Coppin St.","30","8-22","1833","61.1","2029","67.6","-6.5"
"296","Sacramento St.","30","9-21","1935","64.5","2140","71.3","-6.8"
"297","Tennessee St.","32","9-23","2154","67.3","2374","74.2","-6.9"
"298","New Orleans","30","8-22","1778","59.3","1986","66.2","-6.9"
"299","Eastern Wash.","30","9-21","2065","68.8","2288","76.3","-7.4"
"300","Saint Francis (PA)","30","11-19","1875","62.5","2104","70.1","-7.6"
"301","Towson","31","10-21","2124","68.5","2363","76.2","-7.7"
"302","Hartford","30","8-22","1868","62.3","2100","70.0","-7.7"
"303","East Carolina","31","10-21","2082","67.2","2323","74.9","-7.8"
"304","UIC","30","8-22","1876","62.5","2110","70.3","-7.8"
"305","Fairleigh Dickinson","32","11-21","2027","63.3","2279","71.2","-7.9"
"306","VMI","29","10-19","2569","88.6","2799","96.5","-7.9"
"307","Mississippi Val.","32","9-23","2057","64.3","2315","72.3","-8.1"
"308","Southeast Mo. St.","30","7-23","1927","64.2","2172","72.4","-8.2"
"309","UNC Greensboro","31","8-23","1966","63.4","2226","71.8","-8.4"
"310","Ga. Southern","32","9-23","2260","70.6","2529","79.0","-8.4"
"311","UMES","32","11-21","1945","60.8","2216","69.3","-8.5"
"312","Idaho St.","29","7-22","1927","66.4","2176","75.0","-8.6"
"313","Chicago St.","32","9-23","2010","62.8","2287","71.5","-8.7"
"314","Gardner-Webb","29","8-21","2005","69.1","2257","77.8","-8.7"
"315","Pepperdine","31","7-24","2044","65.9","2316","74.7","-8.8"
"316","Wagner","31","5-26","1833","59.1","2111","68.1","-9.0"
"317","Centenary (LA)","29","8-21","2056","70.9","2320","80.0","-9.1"
"","Southern Utah","29","7-22","1861","64.2","2125","73.3","-9.1"
"319","FIU","32","7-25","2176","68.0","2469","77.2","-9.2"
"320","Delaware","31","7-24","1965","63.4","2251","72.6","-9.2"
"321","Grambling","28","7-21","1784","63.7","2048","73.1","-9.4"
"322","Florida A&M","31","9-22","1965","63.4","2270","73.2","-9.8"
"323","Penn","28","6-22","1751","62.5","2031","72.5","-10.0"
"324","UMBC","30","4-26","1893","63.1","2215","73.8","-10.7"
"325","UTRGV","33","6-27","2019","61.2","2382","72.2","-11.0"
"326","Dartmouth","28","5-23","1513","54.0","1835","65.5","-11.5"
"327","Howard","32","7-25","1868","58.4","2251","70.3","-12.0"
"328","Stetson","29","7-22","1744","60.1","2097","72.3","-12.2"
"329","UT Martin","29","4-25","1860","64.1","2215","76.4","-12.2"
"330","Southern U.","30","5-25","1802","60.1","2173","72.4","-12.4"
"331","Toledo","32","4-28","1734","54.2","2137","66.8","-12.6"
"332","Marist","30","1-29","1684","56.1","2115","70.5","-14.4"
"333","Fordham","28","2-26","1793","64.0","2220","79.3","-15.3"
"334","Alcorn","31","2-29","1880","60.6","2542","82.0","-21.4"
Reclassifying
"NR","South Dakota","31","22-9","2465","79.5","2257","72.8","6.7"
"NR","Seattle U","31","17-14","2489","80.3","2488","80.3","0.0"
"NR","Central Ark.","30","9-21","1897","63.2","2009","67.0","-3.7"
"NR","Winston-Salem","29","12-17","1806","62.3","2005","69.1","-6.9"
"NR","FGCU","29","8-21","1875","64.7","2082","71.8","-7.1"
"NR","USC Upstate","29","6-23","1741","60.0","1966","67.8","-7.8"
"NR","Houston Baptist","33","12-21","2347","71.1","2604","78.9","-7.8"
"NR","CSU Bakersfield","29","7-22","1907","65.8","2163","74.6","-8.8"
"NR","North Dakota","31","8-23","1941","62.6","2225","71.8","-9.2"
"NR","N.C. Central","29","7-22","1748","60.3","2043","70.4","-10.2"
"NR","Presbyterian","31","5-26","1873","60.4","2267","73.1","-12.7"
"NR","SIUE","28","5-23","1739","62.1","2122","75.8","-13.7"
"NR","Bryant","30","1-29","1503","50.1","2034","67.8","-17.7"


      <script type="text/javascript">
var gaJsHost = (("https:" == document.location.protocol) ? "https://ssl." : "http://www.");document.write(unescape("%3Cscript src='" + gaJsHost + "google-analytics.com/ga.js' type='text/javascript'%3E%3C/script%3E"));
</script>
<script type="text/javascript">
try {
var pageTracker = _gat._getTracker("UA-2045383-4");                        
pageTracker._trackPageview();                                              
} catch(err) {}
</script>

      
