 


  
  

NCAA Men's Basketball
Division IScoring Margin
Through Games 03/16/2011


"Rank","Name","GM","W-L","PTS","PPG","OPP PTS","OPP PPG","SCR MAR"
"56","Florida St.","31","21-10","2149","69.3","1930","62.3","7.1"
"57","Harvard","30","23-7","2144","71.5","1933","64.4","7.0"
"58","Marquette","34","20-14","2587","76.1","2348","69.1","7.0"
"59","UConn","35","26-9","2569","73.4","2323","66.4","7.0"
"60","UTEP","35","25-10","2470","70.6","2225","63.6","7.0"
"61","Northern Ariz.","32","19-13","2299","71.8","2078","64.9","6.9"
"62","Austin Peay","34","20-14","2510","73.8","2279","67.0","6.8"
"63","Buffalo","32","19-13","2287","71.5","2071","64.7","6.8"
"64","Murray St.","32","23-9","2194","68.6","1979","61.8","6.7"
"65","Washington St.","32","20-12","2363","73.8","2154","67.3","6.5"
"66","Boise St.","33","21-12","2448","74.2","2234","67.7","6.5"
"67","Northern Colo.","31","21-10","2237","72.2","2037","65.7","6.5"
"","Princeton","31","25-6","2158","69.6","1958","63.2","6.5"
"69","UCF","31","20-11","2141","69.1","1944","62.7","6.4"
"70","Montana","32","21-11","2151","67.2","1950","60.9","6.3"
"71","Colorado","35","22-13","2794","79.8","2579","73.7","6.1"
"72","Lamar University","30","13-17","2463","82.1","2279","76.0","6.1"
"73","Marshall","34","22-12","2499","73.5","2291","67.4","6.1"
"74","Illinois","32","19-13","2281","71.3","2087","65.2","6.1"
"75","Wofford","33","21-12","2436","73.8","2239","67.8","6.0"
"76","UNC Asheville","33","20-13","2455","74.4","2259","68.5","5.9"
"77","Nebraska","32","19-13","2124","66.4","1936","60.5","5.9"
"78","VMI","31","18-13","2726","87.9","2545","82.1","5.8"
"79","UAB","31","22-9","2119","68.4","1940","62.6","5.8"
"80","ETSU","34","23-11","2353","69.2","2164","63.6","5.6"
"81","Baylor","31","18-13","2154","69.5","1984","64.0","5.5"
"82","Vermont","32","23-9","2147","67.1","1972","61.6","5.5"
"83","West Virginia","31","20-11","2156","69.5","1987","64.1","5.5"
"84","Valparaiso","35","23-12","2564","73.3","2379","68.0","5.3"
"85","Hampton","32","24-8","2152","67.3","1983","62.0","5.3"
"86","Charleston So.","32","16-16","2362","73.8","2197","68.7","5.2"
"87","Georgetown","31","21-10","2202","71.0","2049","66.1","4.9"
"88","Akron","35","23-12","2468","70.5","2296","65.6","4.9"
"89","Ole Miss","34","20-14","2513","73.9","2350","69.1","4.8"
"90","North Texas","33","22-11","2516","76.2","2358","71.5","4.8"
"91","Tennessee Tech","33","20-13","2462","74.6","2307","69.9","4.7"
"92","Georgia","32","21-11","2202","68.8","2057","64.3","4.5"
"93","Miami (FL)","34","20-14","2434","71.6","2282","67.1","4.5"
"94","Kent St.","35","24-11","2480","70.9","2324","66.4","4.5"
"95","Furman","33","22-11","2271","68.8","2124","64.4","4.5"
"96","North Dakota St.","29","14-15","2188","75.4","2062","71.1","4.3"
"97","VCU","35","24-11","2491","71.2","2339","66.8","4.3"
"98","Iowa St.","32","16-16","2395","74.8","2257","70.5","4.3"
"","Quinnipiac","32","22-10","2295","71.7","2157","67.4","4.3"
"100","Rider","34","23-11","2486","73.1","2340","68.8","4.3"
"101","Davidson","32","18-14","2300","71.9","2164","67.6","4.3"
"102","Purdue Fort Wayne","30","18-12","2230","74.3","2103","70.1","4.2"
"103","UCLA","32","22-10","2239","70.0","2105","65.8","4.2"
"104","Central Conn. St.","31","19-12","2170","70.0","2045","66.0","4.0"
"","Drexel","31","21-10","1975","63.7","1850","59.7","4.0"
"106","Memphis","34","25-9","2449","72.0","2315","68.1","3.9"
"107","Arkansas","31","18-13","2191","70.7","2069","66.7","3.9"
"108","Northwestern","32","19-13","2290","71.6","2165","67.7","3.9"
"109","UNI","33","20-13","2117","64.2","1989","60.3","3.9"
"110","SMU","32","18-14","2087","65.2","1963","61.3","3.9"
"111","Arkansas St.","32","17-15","2188","68.4","2066","64.6","3.8"
"112","Nicholls St.","28","14-14","1836","65.6","1730","61.8","3.8"
"113","St. John's (NY)","32","21-11","2242","70.1","2125","66.4","3.7"
"114","Western Mich.","33","21-12","2392","72.5","2272","68.8","3.6"
"115","Sam Houston St.","31","18-13","2161","69.7","2049","66.1","3.6"
"116","Ball St.","32","19-13","2164","67.6","2049","64.0","3.6"
"117","Southern California","34","19-15","2252","66.2","2131","62.7","3.6"
"118","Colorado St.","32","19-13","2279","71.2","2166","67.7","3.5"
"119","Michigan","33","20-13","2182","66.1","2069","62.7","3.4"
"120","Creighton","34","20-14","2289","67.3","2175","64.0","3.4"
"121","Tennessee","33","19-14","2331","70.6","2221","67.3","3.3"
"122","Weber St.","32","18-14","2243","70.1","2144","67.0","3.1"
"123","Boston College","33","21-12","2373","71.9","2271","68.8","3.1"
"124","Middle Tenn.","32","16-16","2218","69.3","2121","66.3","3.0"
"125","UC Santa Barbara","31","18-13","2119","68.4","2026","65.4","3.0"
"","Pacific","31","16-15","2038","65.7","1945","62.7","3.0"
"127","James Madison","33","21-12","2355","71.4","2257","68.4","3.0"
"128","Eastern Ky.","31","15-16","2046","66.0","1957","63.1","2.9"
"129","Loyola Chicago","31","16-15","2153","69.5","2065","66.6","2.8"
"130","Tulsa","32","19-13","2255","70.5","2165","67.7","2.8"
"131","McNeese","33","21-12","2446","74.1","2354","71.3","2.8"
"132","Tulane","30","13-17","2057","68.6","1975","65.8","2.7"
"133","Jackson St.","32","17-15","2096","65.5","2009","62.8","2.7"
"134","Jacksonville","31","20-11","2114","68.2","2031","65.5","2.7"
"135","Long Beach St.","34","22-12","2489","73.2","2398","70.5","2.7"
"136","Wright St.","33","19-14","2123","64.3","2035","61.7","2.7"
"137","Maine","30","15-15","2089","69.6","2010","67.0","2.6"
"138","American","31","22-9","2051","66.2","1973","63.6","2.5"
"139","Portland","32","20-12","2272","71.0","2192","68.5","2.5"
"140","IUPUI","33","19-14","2364","71.6","2282","69.2","2.5"
"141","Lipscomb","30","17-13","2287","76.2","2213","73.8","2.5"
"142","Indiana St.","33","20-13","2193","66.5","2115","64.1","2.4"
"143","Michigan St.","33","19-14","2262","68.5","2185","66.2","2.3"
"144","Santa Clara","34","20-14","2478","72.9","2400","70.6","2.3"
"145","Hawaii","31","19-12","2142","69.1","2074","66.9","2.2"
"146","UT Arlington","29","13-16","2055","70.9","1993","68.7","2.1"
"147","Liberty","32","19-13","2165","67.7","2100","65.6","2.0"
"148","Oral Roberts","35","19-16","2615","74.7","2544","72.7","2.0"
"149","Boston U.","34","21-13","2217","65.2","2150","63.2","2.0"
"150","Minnesota","31","17-14","2137","68.9","2076","67.0","2.0"
"151","Oklahoma St.","33","20-13","2254","68.3","2190","66.4","1.9"
"152","Ohio","34","19-15","2531","74.4","2466","72.5","1.9"
"153","Detroit Mercy","33","17-16","2459","74.5","2397","72.6","1.9"
"154","Rhode Island","33","20-13","2262","68.5","2201","66.7","1.8"
"155","Robert Morris","32","18-14","2153","67.3","2095","65.5","1.8"
"156","Seton Hall","31","13-18","2092","67.5","2039","65.8","1.7"
"157","Fla. Atlantic","32","21-11","2191","68.5","2137","66.8","1.7"
"158","Dayton","36","22-14","2413","67.0","2353","65.4","1.7"
"159","Lehigh","31","16-15","2282","73.6","2232","72.0","1.6"
"160","UTSA","33","20-13","2338","70.8","2288","69.3","1.5"
"161","Saint Peter's","33","20-13","2026","61.4","1977","59.9","1.5"
"162","New Mexico St.","33","16-17","2364","71.6","2316","70.2","1.5"
"163","Indiana","32","12-20","2226","69.6","2182","68.2","1.4"
"164","Stanford","31","15-16","2058","66.4","2020","65.2","1.2"
"165","Idaho","32","18-14","2172","67.9","2134","66.7","1.2"
"166","Hofstra","33","21-12","2335","70.8","2300","69.7","1.1"
"167","Southeastern La.","29","15-14","2031","70.0","2003","69.1","1.0"
"168","East Carolina","34","18-16","2319","68.2","2288","67.3","0.9"
"169","Little Rock","36","19-17","2457","68.3","2426","67.4","0.9"
"170","Western Caro.","33","18-15","2303","69.8","2275","68.9","0.8"
"171","Yale","28","15-13","1908","68.1","1885","67.3","0.8"
"172","California","32","18-14","2319","72.5","2293","71.7","0.8"
"173","Georgia Tech","31","13-18","2102","67.8","2079","67.1","0.7"
"174","Rutgers","32","15-17","2122","66.3","2101","65.7","0.7"
"175","Saint Louis","31","12-19","1953","63.0","1933","62.4","0.6"
"176","Canisius","30","15-15","2043","68.1","2024","67.5","0.6"
"177","Penn St.","33","19-14","2080","63.0","2060","62.4","0.6"
"178","Stony Brook","32","15-17","1951","61.0","1934","60.4","0.5"
"179","Oregon","34","17-17","2363","69.5","2347","69.0","0.5"
"180","Providence","32","15-17","2426","75.8","2411","75.3","0.5"
"181","NJIT","30","15-15","2065","68.8","2052","68.4","0.4"
"","Cal Poly","30","15-15","1779","59.3","1766","58.9","0.4"
"183","Loyola Maryland","30","15-15","2023","67.4","2011","67.0","0.4"
"","St. Francis Brooklyn","30","15-15","2002","66.7","1990","66.3","0.4"
"185","Savannah St.","30","12-18","1818","60.6","1808","60.3","0.3"
"186","NC State","31","15-16","2191","70.7","2184","70.5","0.2"
"","Fresno St.","31","14-17","2096","67.6","2089","67.4","0.2"
"188","Coppin St.","30","16-14","2175","72.5","2169","72.3","0.2"
"189","Air Force","31","16-15","1999","64.5","1994","64.3","0.2"
"190","Tennessee St.","30","14-16","2044","68.1","2040","68.0","0.1"
"191","Bethune-Cookman","34","21-13","2241","65.9","2240","65.9","0.0"
"192","Elon","31","14-17","2301","74.2","2301","74.2","0.0"
"193","Rice","32","14-18","2148","67.1","2149","67.2","0.0"
"194","Texas St.","32","16-16","2506","78.3","2510","78.4","-0.1"
"195","Appalachian St.","31","16-15","2265","73.1","2269","73.2","-0.1"
"196","Columbia","28","15-13","1982","70.8","1988","71.0","-0.2"
"197","UC Irvine","32","13-19","2411","75.3","2419","75.6","-0.3"
"198","Morgan St.","31","17-14","2061","66.5","2071","66.8","-0.3"
"199","Mississippi St.","31","17-14","2165","69.8","2177","70.2","-0.4"
"200","Louisiana","29","14-15","2055","70.9","2067","71.3","-0.4"
"201","St. Bonaventure","31","16-15","2156","69.5","2169","70.0","-0.4"
"202","San Jose St.","33","17-16","2391","72.5","2405","72.9","-0.4"
"203","George Washington","31","17-14","2011","64.9","2025","65.3","-0.5"
"204","San Francisco","32","18-14","2216","69.3","2232","69.8","-0.5"
"205","Virginia","31","16-15","1918","61.9","1935","62.4","-0.5"
"206","Denver","30","13-17","1800","60.0","1817","60.6","-0.6"
"207","Evansville","31","16-15","2053","66.2","2072","66.8","-0.6"
"208","Northwestern St.","32","18-14","2462","76.9","2482","77.6","-0.6"
"209","Western Ky.","32","16-16","2242","70.1","2263","70.7","-0.7"
"210","Iowa","31","11-20","2084","67.2","2110","68.1","-0.8"
"211","Milwaukee","33","19-14","2266","68.7","2300","69.7","-1.0"
"212","Houston","30","12-18","2061","68.7","2092","69.7","-1.0"
"213","Nevada","32","13-19","2245","70.2","2279","71.2","-1.1"
"214","Green Bay","32","14-18","2154","67.3","2189","68.4","-1.1"
"","Albany (NY)","32","16-16","2013","62.9","2048","64.0","-1.1"
"216","Winthrop","30","13-17","1973","65.8","2006","66.9","-1.1"
"217","Texas Southern","32","19-13","2056","64.3","2092","65.4","-1.1"
"218","Mercer","33","15-18","2220","67.3","2258","68.4","-1.2"
"219","Penn","28","13-15","1868","66.7","1906","68.1","-1.4"
"220","South Carolina","30","14-16","2027","67.6","2070","69.0","-1.4"
"221","Loyola Marymount","32","11-21","2265","70.8","2312","72.3","-1.5"
"222","CSUN","32","14-18","2232","69.8","2280","71.3","-1.5"
"223","Montana St.","31","13-18","2079","67.1","2130","68.7","-1.6"
"224","Massachusetts","30","15-15","1988","66.3","2039","68.0","-1.7"
"225","La Salle","33","15-18","2536","76.8","2595","78.6","-1.8"
"226","Holy Cross","29","8-21","1949","67.2","2002","69.0","-1.8"
"227","Brown","28","11-17","2002","71.5","2054","73.4","-1.9"
"228","Campbell","31","12-19","2032","65.5","2091","67.5","-1.9"
"229","UC Davis","30","10-20","2136","71.2","2194","73.1","-1.9"
"230","Cornell","28","10-18","1906","68.1","1962","70.1","-2.0"
"231","Portland St.","30","14-16","2169","72.3","2230","74.3","-2.0"
"232","Siena","31","13-18","2103","67.8","2169","70.0","-2.1"
"233","Texas Tech","32","13-19","2342","73.2","2411","75.3","-2.2"
"234","Alabama A&M","28","13-15","1808","64.6","1870","66.8","-2.2"
"235","Georgia St.","31","12-19","1919","61.9","1988","64.1","-2.2"
"236","Lafayette","32","13-19","2237","69.9","2310","72.2","-2.3"
"237","Alabama St.","35","17-18","2146","61.3","2234","63.8","-2.5"
"238","New Hampshire","30","12-18","1749","58.3","1826","60.9","-2.6"
"239","South Alabama","28","12-16","1969","70.3","2041","72.9","-2.6"
"240","Illinois St.","31","12-19","1893","61.1","1977","63.8","-2.7"
"241","Oklahoma","32","14-18","2111","66.0","2199","68.7","-2.8"
"","Bradley","32","12-20","2076","64.9","2164","67.6","-2.8"
"243","N.C. A&T","32","15-17","2282","71.3","2372","74.1","-2.8"
"244","Wagner","30","13-17","2029","67.6","2115","70.5","-2.9"
"245","Arizona St.","31","12-19","1983","64.0","2073","66.9","-2.9"
"246","UNCW","31","13-18","1975","63.7","2067","66.7","-3.0"
"247","TCU","33","11-22","2220","67.3","2318","70.2","-3.0"
"248","Bowling Green","33","14-19","2116","64.1","2215","67.1","-3.0"
"249","Delaware St.","30","9-21","1874","62.5","1967","65.6","-3.1"
"250","Utah","31","13-18","2078","67.0","2177","70.2","-3.2"
"251","Eastern Wash.","30","10-20","2023","67.4","2119","70.6","-3.2"
"252","Sacred Heart","29","11-18","1922","66.3","2017","69.6","-3.3"
"253","Chattanooga","32","16-16","2274","71.1","2380","74.4","-3.3"
"254","Drake","31","13-18","1997","64.4","2100","67.7","-3.3"
"255","Army West Point","30","11-19","2038","67.9","2141","71.4","-3.4"
"256","Oregon St.","31","11-20","2147","69.3","2256","72.8","-3.5"
"257","Delaware","31","14-17","1951","62.9","2065","66.6","-3.7"
"258","FIU","30","11-19","2150","71.7","2262","75.4","-3.7"
"259","Wyoming","31","10-21","2044","65.9","2161","69.7","-3.8"
"260","Cal St. Fullerton","31","11-20","2208","71.2","2326","75.0","-3.8"
"","Auburn","31","11-20","1933","62.4","2051","66.2","-3.8"
"262","Southern Utah","30","11-19","2077","69.2","2192","73.1","-3.8"
"263","Northeastern","31","11-20","2064","66.6","2183","70.4","-3.8"
"264","William & Mary","32","10-22","2051","64.1","2174","67.9","-3.8"
"","Louisiana Tech","32","12-20","2051","64.1","2174","67.9","-3.8"
"266","UC Riverside","31","12-19","2044","65.9","2164","69.8","-3.9"
"267","UMKC","30","16-14","2100","70.0","2217","73.9","-3.9"
"268","Miami (OH)","33","16-17","2190","66.4","2319","70.3","-3.9"
"269","Southern Ill.","32","13-19","1953","61.0","2079","65.0","-3.9"
"270","Eastern Mich.","31","9-22","1906","61.5","2030","65.5","-4.0"
"271","LSU","32","11-21","1991","62.2","2130","66.6","-4.3"
"272","Eastern Ill.","29","9-20","1749","60.3","1875","64.7","-4.3"
"273","Florida A&M","32","12-20","2055","64.2","2196","68.6","-4.4"
"274","Charlotte","30","10-20","1997","66.6","2130","71.0","-4.4"
"275","Hartford","31","11-20","1857","59.9","1996","64.4","-4.5"
"276","Gardner-Webb","32","11-21","1985","62.0","2129","66.5","-4.5"
"277","Navy","31","11-20","2113","68.2","2254","72.7","-4.5"
"278","South Fla.","33","10-23","2044","61.9","2196","66.5","-4.6"
"279","Pepperdine","33","12-21","2289","69.4","2442","74.0","-4.6"
"280","Norfolk St.","32","12-20","2238","69.9","2390","74.7","-4.8"
"281","Northern Ill.","30","9-21","2055","68.5","2199","73.3","-4.8"
"282","Jacksonville St.","30","5-25","1828","60.9","1974","65.8","-4.9"
"283","South Carolina St.","32","10-22","2119","66.2","2276","71.1","-4.9"
"284","Southeast Mo. St.","32","10-22","2117","66.2","2281","71.3","-5.1"
"285","Youngstown St.","30","9-21","2072","69.1","2226","74.2","-5.1"
"286","Saint Joseph's","33","11-22","2129","64.5","2301","69.7","-5.2"
"287","Monmouth","30","9-21","1818","60.6","1976","65.9","-5.3"
"288","Central Mich.","31","10-21","1841","59.4","2006","64.7","-5.3"
"289","Mt. St. Mary's","32","11-21","1940","60.6","2124","66.4","-5.8"
"290","UT Martin","33","12-21","2264","68.6","2454","74.4","-5.8"
"291","Troy","29","8-21","2076","71.6","2243","77.3","-5.8"
"292","The Citadel","32","10-22","2049","64.0","2237","69.9","-5.9"
"293","Longwood","31","12-19","2364","76.3","2552","82.3","-6.1"
"294","Samford","31","12-19","1880","60.6","2072","66.8","-6.2"
"295","High Point","31","12-19","2050","66.1","2250","72.6","-6.5"
"296","Mississippi Val.","32","13-19","2186","68.3","2393","74.8","-6.5"
"297","North Florida","34","15-19","2208","64.9","2431","71.5","-6.6"
"298","UIC","31","7-24","1943","62.7","2152","69.4","-6.7"
"299","Prairie View","32","10-22","2011","62.8","2242","70.1","-7.2"
"300","Idaho St.","29","9-20","1878","64.8","2096","72.3","-7.5"
"301","Towson","30","4-26","2053","68.4","2279","76.0","-7.5"
"","Western Ill.","30","7-23","1719","57.3","1945","64.8","-7.5"
"303","Saint Francis (PA)","30","9-21","1957","65.2","2187","72.9","-7.7"
"304","Stetson","31","8-23","1986","64.1","2228","71.9","-7.8"
"305","Sacramento St.","28","7-21","1729","61.8","1948","69.6","-7.8"
"306","UTRGV","31","6-25","2114","68.2","2357","76.0","-7.8"
"307","Grambling","33","12-21","1998","60.5","2262","68.5","-8.0"
"","Central Ark.","29","5-24","1984","68.4","2216","76.4","-8.0"
"309","A&M-Corpus Christi","31","10-21","1943","62.7","2194","70.8","-8.1"
"310","Fairleigh Dickinson","29","5-24","1866","64.3","2108","72.7","-8.3"
"311","Binghamton","31","8-23","1861","60.0","2123","68.5","-8.5"
"312","La.-Monroe","31","7-24","1859","60.0","2126","68.6","-8.6"
"313","DePaul","31","7-24","2104","67.9","2378","76.7","-8.8"
"314","Niagara","32","9-23","1966","61.4","2250","70.3","-8.9"
"315","CSU Bakersfield","28","9-19","1907","68.1","2166","77.4","-9.3"
"316","UNC Greensboro","31","7-24","2204","71.1","2501","80.7","-9.6"
"317","San Diego","30","6-24","1826","60.9","2114","70.5","-9.6"
"318","Manhattan","31","6-25","1862","60.1","2161","69.7","-9.6"
"319","Kennesaw St.","31","8-23","2017","65.1","2320","74.8","-9.8"
"320","Fordham","28","7-21","1795","64.1","2069","73.9","-9.8"
"321","Wake Forest","32","8-24","2151","67.2","2469","77.2","-9.9"
"322","UMES","31","9-22","2096","67.6","2408","77.7","-10.1"
"323","Ga. Southern","32","5-27","2090","65.3","2423","75.7","-10.4"
"324","Colgate","30","7-23","1947","64.9","2270","75.7","-10.8"
"325","Radford","29","5-24","1734","59.8","2065","71.2","-11.4"
"326","Dartmouth","28","5-23","1667","59.5","1988","71.0","-11.5"
"327","Howard","30","6-24","1753","58.4","2098","69.9","-11.5"
"328","Ark.-Pine Bluff","31","7-24","1850","59.7","2221","71.6","-12.0"
"329","Marist","33","6-27","1979","60.0","2383","72.2","-12.2"
"330","Toledo","32","4-28","1853","57.9","2247","70.2","-12.3"
"331","UMBC","30","5-25","1928","64.3","2354","78.5","-14.2"
"332","Alcorn","28","4-24","1838","65.6","2258","80.6","-15.0"
"333","Southern U.","30","4-26","1701","56.7","2162","72.1","-15.4"
"334","Chicago St.","32","6-26","2128","66.5","2772","86.6","-20.1"
"335","Centenary (LA)","30","1-29","1775","59.2","2422","80.7","-21.6"
Reclassifying
"NR","New Orleans","21","16-5","1560","74.3","1282","61.0","13.2"
"NR","South Dakota","33","18-15","2632","79.8","2507","76.0","3.8"
"NR","North Dakota","34","19-15","2319","68.2","2327","68.4","-0.2"
"NR","N.C. Central","30","15-15","2062","68.7","2103","70.1","-1.4"
"NR","Presbyterian","31","13-18","1915","61.8","2066","66.6","-4.9"
"NR","Seattle U","31","11-20","2138","69.0","2352","75.9","-6.9"
"NR","FGCU","30","10-20","1970","65.7","2185","72.8","-7.2"
"NR","Bryant","30","9-21","2001","66.7","2258","75.3","-8.6"
"NR","Houston Baptist","31","5-26","2140","69.0","2429","78.4","-9.3"
"NR","USC Upstate","30","5-25","1746","58.2","2091","69.7","-11.5"
"NR","SIUE","29","8-21","1879","64.8","2248","77.5","-12.7"


      <script type="text/javascript">
var gaJsHost = (("https:" == document.location.protocol) ? "https://ssl." : "http://www.");document.write(unescape("%3Cscript src='" + gaJsHost + "google-analytics.com/ga.js' type='text/javascript'%3E%3C/script%3E"));
</script>
<script type="text/javascript">
try {
var pageTracker = _gat._getTracker("UA-2045383-4");                        
pageTracker._trackPageview();                                              
} catch(err) {}
</script>

      
