 


  
  

NCAA Men's Basketball
Division IScoring Margin
Through Games 04/04/2006


"Rank","Name","GM","W-L","PTS","PPG","OPP PTS","OPP PPG","SCR MAR"
"116","Hawaii","28","17-11","1893","67.6","1803","64.4","3.2"
"117","Vanderbilt","30","17-13","2104","70.1","2011","67.0","3.1"
"118","IUPUI","29","19-10","2024","69.8","1935","66.7","3.1"
"119","Temple","32","17-15","2004","62.6","1907","59.6","3.0"
"120","Louisiana Tech","33","20-13","2182","66.1","2083","63.1","3.0"
"","UNLV","30","17-13","2084","69.5","1994","66.5","3.0"
"122","Miami (FL)","34","18-16","2308","67.9","2213","65.1","2.8"
"123","Charlotte","32","19-13","2234","69.8","2146","67.1","2.8"
"124","Miami (OH)","29","18-11","1822","62.8","1743","60.1","2.7"
"125","Alabama","31","18-13","2178","70.3","2094","67.5","2.7"
"126","Iowa St.","30","16-14","2320","77.3","2239","74.6","2.7"
"127","High Point","29","16-13","2187","75.4","2109","72.7","2.7"
"128","Southeastern La.","28","16-12","1914","68.4","1842","65.8","2.6"
"129","Drexel","31","15-16","1930","62.3","1851","59.7","2.5"
"130","Colorado St.","31","16-15","2294","74.0","2219","71.6","2.4"
"131","North Texas","28","14-14","2144","76.6","2077","74.2","2.4"
"132","Chattanooga","32","19-13","2320","72.5","2245","70.2","2.3"
"133","Hampton","32","16-16","2120","66.3","2047","64.0","2.3"
"134","New Mexico","30","17-13","1939","64.6","1873","62.4","2.2"
"135","Buffalo","32","19-13","2317","72.4","2247","70.2","2.2"
"136","SMU","29","13-16","1921","66.2","1859","64.1","2.1"
"137","Robert Morris","29","15-14","2136","73.7","2075","71.6","2.1"
"138","Loyola Chicago","30","19-11","2152","71.7","2095","69.8","1.9"
"139","Lehigh","31","19-12","1925","62.1","1868","60.3","1.8"
"140","Alabama A&M","26","13-13","1917","73.7","1872","72.0","1.7"
"141","Tennessee Tech","31","19-12","2264","73.0","2213","71.4","1.6"
"142","Boise St.","29","14-15","2095","72.2","2049","70.7","1.6"
"143","Siena","28","15-13","2084","74.4","2040","72.9","1.6"
"144","Dayton","31","14-17","1964","63.4","1916","61.8","1.5"
"145","Southern California","30","17-13","2055","68.5","2012","67.1","1.4"
"146","Minnesota","31","16-15","2046","66.0","2003","64.6","1.4"
"147","Sacramento St.","30","15-15","2273","75.8","2232","74.4","1.4"
"148","Manhattan","31","20-11","2380","76.8","2338","75.4","1.4"
"149","Middle Tenn.","28","16-12","1977","70.6","1940","69.3","1.3"
"150","Wofford","29","11-18","1947","67.1","1909","65.8","1.3"
"151","Wake Forest","34","17-17","2482","73.0","2439","71.7","1.3"
"152","Idaho St.","27","13-14","2125","78.7","2091","77.4","1.3"
"153","Western Caro.","30","13-17","2048","68.3","2013","67.1","1.2"
"154","Massachusetts","28","13-15","1816","64.9","1785","63.8","1.1"
"155","Stanford","30","16-14","1992","66.4","1960","65.3","1.1"
"156","Monmouth","34","19-15","2191","64.4","2155","63.4","1.1"
"157","Binghamton","29","16-13","1812","62.5","1783","61.5","1.0"
"158","Jacksonville St.","29","16-13","2220","76.6","2193","75.6","0.9"
"159","Radford","29","16-13","2134","73.6","2113","72.9","0.7"
"160","Southern U.","32","19-13","2093","65.4","2070","64.7","0.7"
"161","Saint Louis","29","16-13","1749","60.3","1729","59.6","0.7"
"162","Seton Hall","30","18-12","2033","67.8","2013","67.1","0.7"
"163","Fla. Atlantic","28","15-13","2055","73.4","2037","72.8","0.6"
"164","Nebraska","33","19-14","2201","66.7","2180","66.1","0.6"
"165","Austin Peay","31","17-14","2228","71.9","2209","71.3","0.6"
"166","Santa Clara","29","13-16","1984","68.4","1968","67.9","0.6"
"167","Wagner","27","13-14","1812","67.1","1798","66.6","0.5"
"168","UC Santa Barbara","29","15-14","1930","66.6","1915","66.0","0.5"
"169","UT Arlington","30","14-16","2184","72.8","2169","72.3","0.5"
"170","Denver","31","16-15","2060","66.5","2045","66.0","0.5"
"171","Utah","29","14-15","1879","64.8","1865","64.3","0.5"
"172","Washington St.","28","11-17","1629","58.2","1616","57.7","0.5"
"173","New Mexico St.","30","16-14","2106","70.2","2095","69.8","0.4"
"174","Fordham","32","16-16","2168","67.8","2157","67.4","0.3"
"175","Virginia","30","15-15","2038","67.9","2032","67.7","0.2"
"176","Drake","31","12-19","2139","69.0","2134","68.8","0.2"
"177","Providence","27","12-15","2020","74.8","2016","74.7","0.1"
"178","Fresno St.","28","15-13","2067","73.8","2063","73.7","0.1"
"","Portland St.","28","12-16","2017","72.0","2013","71.9","0.1"
"180","Delaware St.","35","21-14","2014","57.5","2011","57.5","0.1"
"181","Eastern Wash.","30","15-15","2223","74.1","2221","74.0","0.1"
"182","Wyoming","32","14-18","2151","67.2","2150","67.2","0.0"
"183","Northwestern","29","14-15","1696","58.5","1697","58.5","0.0"
"184","UCF","29","14-15","1836","63.3","1839","63.4","-0.1"
"185","Tennessee St.","28","13-15","1946","69.5","1951","69.7","-0.2"
"186","Texas Tech","32","15-17","2187","68.3","2195","68.6","-0.3"
"","Georgia Tech","28","11-17","2012","71.9","2019","72.1","-0.3"
"","Hartford","28","13-15","1890","67.5","1897","67.8","-0.3"
"189","Vermont","30","13-17","1936","64.5","1944","64.8","-0.3"
"190","St. John's (NY)","27","12-15","1619","60.0","1630","60.4","-0.4"
"191","Appalachian St.","30","14-16","2100","70.0","2113","70.4","-0.4"
"192","Quinnipiac","28","12-16","2059","73.5","2072","74.0","-0.5"
"193","Mississippi St.","30","15-15","2043","68.1","2058","68.6","-0.5"
"","McNeese","28","14-14","2015","72.0","2029","72.5","-0.5"
"","Cornell","28","13-15","1762","62.9","1776","63.4","-0.5"
"196","Montana St.","30","15-15","2195","73.2","2211","73.7","-0.5"
"197","Penn St.","30","15-15","2021","67.4","2038","67.9","-0.6"
"198","Georgia","30","15-15","2110","70.3","2128","70.9","-0.6"
"199","Wright St.","28","13-15","1780","63.6","1798","64.2","-0.6"
"200","Boston U.","28","12-16","1650","58.9","1669","59.6","-0.7"
"201","Saint Peter's","32","17-15","2385","74.5","2407","75.2","-0.7"
"202","Ark.-Pine Bluff","29","13-16","1829","63.1","1851","63.8","-0.8"
"203","UT Martin","28","13-15","2040","72.9","2066","73.8","-0.9"
"204","Elon","29","15-14","1946","67.1","1977","68.2","-1.1"
"205","Charleston So.","29","13-16","2027","69.9","2059","71.0","-1.1"
"206","Loyola Maryland","28","15-13","2152","76.9","2188","78.1","-1.3"
"207","UIC","31","16-15","2130","68.7","2170","70.0","-1.3"
"208","Little Rock","29","14-15","1861","64.2","1899","65.5","-1.3"
"209","Harvard","27","13-14","1807","66.9","1844","68.3","-1.4"
"210","Yale","29","15-14","1939","66.9","1981","68.3","-1.4"
"211","UTSA","28","11-17","2054","73.4","2096","74.9","-1.5"
"","Ball St.","28","10-18","1779","63.5","1821","65.0","-1.5"
"213","Detroit Mercy","32","16-16","2034","63.6","2083","65.1","-1.5"
"214","Rhode Island","28","14-14","1779","63.5","1823","65.1","-1.6"
"215","Grambling","27","14-13","1828","67.7","1875","69.4","-1.7"
"216","Sacred Heart","28","11-17","1853","66.2","1902","67.9","-1.8"
"217","Mt. St. Mary's","30","13-17","1939","64.6","1995","66.5","-1.9"
"218","Green Bay","31","15-16","2068","66.7","2126","68.6","-1.9"
"219","Louisiana","29","13-16","1936","66.8","1991","68.7","-1.9"
"220","Jackson St.","32","15-17","2294","71.7","2356","73.6","-1.9"
"221","Loyola Marymount","30","12-18","2178","72.6","2238","74.6","-2.0"
"222","Auburn","28","12-16","1836","65.6","1896","67.7","-2.1"
"223","DePaul","27","12-15","1752","64.9","1812","67.1","-2.2"
"224","Eastern Ky.","30","14-16","2105","70.2","2174","72.5","-2.3"
"225","Arkansas St.","30","12-18","2189","73.0","2259","75.3","-2.3"
"226","Rice","28","12-16","1897","67.8","1963","70.1","-2.4"
"227","San Francisco","28","11-17","1935","69.1","2002","71.5","-2.4"
"228","Southern Utah","30","10-20","2055","68.5","2127","70.9","-2.4"
"229","Gardner-Webb","29","17-12","2002","69.0","2073","71.5","-2.4"
"230","LIU Brooklyn","28","12-16","1931","69.0","2003","71.5","-2.6"
"231","Niagara","29","11-18","2138","73.7","2214","76.3","-2.6"
"232","Ole Miss","30","14-16","1951","65.0","2031","67.7","-2.7"
"233","Stetson","32","14-18","2129","66.5","2218","69.3","-2.8"
"234","Arizona St.","28","11-17","1878","67.1","1958","69.9","-2.9"
"235","CSUN","28","11-17","1986","70.9","2072","74.0","-3.1"
"236","Tulane","29","12-17","1833","63.2","1924","66.3","-3.1"
"237","Bethune-Cookman","30","15-15","1962","65.4","2057","68.6","-3.2"
"238","Campbell","28","10-18","2319","82.8","2408","86.0","-3.2"
"239","UMBC","29","10-19","1940","66.9","2033","70.1","-3.2"
"240","Weber St.","27","10-17","1789","66.3","1876","69.5","-3.2"
"241","Norfolk St.","31","13-18","1918","61.9","2018","65.1","-3.2"
"242","Marshall","28","12-16","1845","65.9","1936","69.1","-3.3"
"243","Columbia","27","11-16","1729","64.0","1819","67.4","-3.3"
"244","Maine","28","12-16","1812","64.7","1906","68.1","-3.4"
"245","St. Francis Brooklyn","27","10-17","1721","63.7","1812","67.1","-3.4"
"246","Oakland","29","11-18","2142","73.9","2241","77.3","-3.4"
"247","Colgate","29","10-19","1690","58.3","1790","61.7","-3.4"
"248","UNC Greensboro","31","12-19","2132","68.8","2239","72.2","-3.5"
"249","Navy","28","10-18","1899","67.8","1996","71.3","-3.5"
"250","South Carolina St.","30","14-16","1809","60.3","1916","63.9","-3.6"
"251","Youngstown St.","28","7-21","1908","68.1","2008","71.7","-3.6"
"","Illinois St.","28","9-19","1554","55.5","1654","59.1","-3.6"
"253","Princeton","27","12-15","1402","51.9","1500","55.6","-3.6"
"254","Oregon St.","31","13-18","2043","65.9","2170","70.0","-4.1"
"255","Missouri","28","12-16","1856","66.3","1972","70.4","-4.1"
"256","American","29","12-17","1850","63.8","1971","68.0","-4.2"
"257","UMKC","28","14-14","1974","70.5","2091","74.7","-4.2"
"258","Canisius","29","9-20","2050","70.7","2173","74.9","-4.2"
"","Indiana St.","29","13-16","1864","64.3","1987","68.5","-4.2"
"260","Tulsa","28","11-17","1714","61.2","1833","65.5","-4.3"
"261","New Orleans","29","10-19","1912","65.9","2039","70.3","-4.4"
"262","Alabama St.","30","12-18","1985","66.2","2117","70.6","-4.4"
"263","South Fla.","29","7-22","1736","59.9","1865","64.3","-4.4"
"264","East Carolina","28","8-20","1747","62.4","1874","66.9","-4.5"
"265","William & Mary","28","8-20","1815","64.8","1944","69.4","-4.6"
"266","Brown","27","10-17","1613","59.7","1740","64.4","-4.7"
"267","Delaware","30","9-21","1983","66.1","2126","70.9","-4.8"
"268","VMI","27","7-20","1924","71.3","2053","76.0","-4.8"
"269","Coppin St.","30","12-18","1919","64.0","2064","68.8","-4.8"
"270","Cleveland St.","28","10-18","1803","64.4","1941","69.3","-4.9"
"271","Cal Poly","29","10-19","1907","65.8","2052","70.8","-5.0"
"272","Western Mich.","31","14-17","1970","63.5","2127","68.6","-5.1"
"273","Chicago St.","30","11-19","2060","68.7","2212","73.7","-5.1"
"274","Portland","29","11-18","2013","69.4","2160","74.5","-5.1"
"275","Florida A&M","31","14-17","2072","66.8","2230","71.9","-5.1"
"276","The Citadel","31","10-21","2088","67.4","2249","72.5","-5.2"
"277","Towson","28","12-16","1952","69.7","2099","75.0","-5.3"
"278","New Hampshire","29","12-17","1720","59.3","1873","64.6","-5.3"
"279","St. Bonaventure","27","8-19","1839","68.1","1983","73.4","-5.3"
"280","San Jose St.","31","6-25","2015","65.0","2183","70.4","-5.4"
"281","Bowling Green","30","9-21","1978","65.9","2142","71.4","-5.5"
"282","Purdue Fort Wayne","28","10-18","1786","63.8","1940","69.3","-5.5"
"283","Western Ill.","28","7-21","1897","67.8","2053","73.3","-5.6"
"284","Evansville","29","10-19","1895","65.3","2058","71.0","-5.6"
"285","Southeast Mo. St.","27","7-20","1711","63.4","1865","69.1","-5.7"
"286","Howard","29","7-22","1883","64.9","2049","70.7","-5.7"
"287","Richmond","30","13-17","1562","52.1","1735","57.8","-5.8"
"288","La.-Monroe","28","10-18","1821","65.0","1983","70.8","-5.8"
"289","Lafayette","28","11-17","1860","66.4","2025","72.3","-5.9"
"290","Rider","28","8-20","1981","70.8","2152","76.9","-6.1"
"291","Fairfield","28","9-19","2018","72.1","2191","78.3","-6.2"
"292","Georgia St.","29","7-22","1888","65.1","2068","71.3","-6.2"
"293","Purdue","28","9-19","1811","64.7","1985","70.9","-6.2"
"294","Eastern Mich.","28","7-21","1835","65.5","2016","72.0","-6.5"
"295","Dartmouth","27","6-21","1632","60.4","1815","67.2","-6.8"
"296","Southern Miss.","31","10-21","1879","60.6","2098","67.7","-7.1"
"297","Mercer","28","9-19","2058","73.5","2256","80.6","-7.1"
"","Alcorn","28","8-20","1848","66.0","2046","73.1","-7.1"
"299","Pepperdine","27","7-20","1781","66.0","1973","73.1","-7.1"
"300","FIU","28","8-20","1727","61.7","1940","69.3","-7.6"
"301","TCU","31","6-25","1929","62.2","2166","69.9","-7.6"
"302","Texas Southern","30","8-22","2062","68.7","2311","77.0","-8.3"
"303","UNC Asheville","28","9-19","1885","67.3","2121","75.8","-8.4"
"304","Liberty","30","7-23","1915","63.8","2173","72.4","-8.6"
"305","Eastern Ill.","27","6-21","1599","59.2","1834","67.9","-8.7"
"306","Mississippi Val.","28","9-19","1713","61.2","1957","69.9","-8.7"
"307","Central Mich.","28","4-24","1681","60.0","1941","69.3","-9.3"
"308","Baylor","17","4-13","1074","63.2","1233","72.5","-9.4"
"309","N.C. A&T","29","6-23","1790","61.7","2064","71.2","-9.4"
"310","Nicholls St.","27","9-18","1897","70.3","2154","79.8","-9.5"
"311","UMES","29","7-22","1882","64.9","2167","74.7","-9.8"
"312","Saint Francis (PA)","28","4-24","1679","60.0","1971","70.4","-10.4"
"313","Stony Brook","28","4-24","1629","58.2","1927","68.8","-10.6"
"314","Centenary (LA)","27","4-23","1796","66.5","2092","77.5","-11.0"
"315","Army West Point","27","5-22","1491","55.2","1790","66.3","-11.1"
"316","Duquesne","27","3-24","1786","66.1","2091","77.4","-11.3"
"317","Texas St.","27","3-24","1721","63.7","2027","75.1","-11.3"
"318","Idaho","29","4-25","1752","60.4","2089","72.0","-11.6"
"319","UC Riverside","28","5-23","1885","67.3","2215","79.1","-11.8"
"320","UTRGV","30","6-24","1807","60.2","2173","72.4","-12.2"
"321","Jacksonville","27","1-26","1983","73.4","2325","86.1","-12.7"
"322","Morehead St.","27","4-23","1679","62.2","2026","75.0","-12.9"
"323","Prairie View","29","5-24","1928","66.5","2310","79.7","-13.2"
"324","James Madison","28","5-23","1803","64.4","2176","77.7","-13.3"
"325","Morgan St.","30","4-26","1644","54.8","2231","74.4","-19.6"
"326","Savannah St.","30","2-28","1693","56.4","2451","81.7","-25.3"
Reclassifying
"NR","North Dakota St.","28","16-12","2027","72.4","1857","66.3","6.1"
"NR","Kennesaw St.","29","12-17","2039","70.3","2189","75.5","-5.2"
"NR","Longwood","30","10-20","2194","73.1","2357","78.6","-5.4"
"NR","North Florida","28","6-22","1945","69.5","2119","75.7","-6.2"
"NR","UC Davis","28","8-20","1843","65.8","2052","73.3","-7.5"
"NR","Northern Colo.","29","5-24","1913","66.0","2132","73.5","-7.6"
"NR","South Dakota St.","29","9-20","1836","63.3","2151","74.2","-10.9"


      <script type="text/javascript">
var gaJsHost = (("https:" == document.location.protocol) ? "https://ssl." : "http://www.");document.write(unescape("%3Cscript src='" + gaJsHost + "google-analytics.com/ga.js' type='text/javascript'%3E%3C/script%3E"));
</script>
<script type="text/javascript">
try {
var pageTracker = _gat._getTracker("UA-2045383-4");                        
pageTracker._trackPageview();                                              
} catch(err) {}
</script>

      
