 


  
  

NCAA Men's Basketball
Division IScoring Margin
Through Games 04/02/2007


"Rank","Name","GM","W-L","PTS","PPG","OPP PTS","OPP PPG","SCR MAR"
"67","Drexel","32","23-9","2127","66.5","1939","60.6","5.9"
"68","ETSU","34","24-10","2486","73.1","2287","67.3","5.9"
"69","Tennessee","35","24-11","2831","80.9","2627","75.1","5.8"
"70","North Texas","34","23-11","2617","77.0","2420","71.2","5.8"
"71","Missouri","30","18-12","2328","77.6","2156","71.9","5.7"
"72","Kentucky","34","22-12","2496","73.4","2302","67.7","5.7"
"73","Cal St. Fullerton","30","20-10","2462","82.1","2291","76.4","5.7"
"74","Santa Clara","31","21-10","2131","68.7","1956","63.1","5.6"
"75","George Washington","32","23-9","2247","70.2","2067","64.6","5.6"
"76","Bucknell","31","22-9","1965","63.4","1791","57.8","5.6"
"77","New Mexico St.","34","25-9","2652","78.0","2462","72.4","5.6"
"78","Florida St.","35","22-13","2607","74.5","2414","69.0","5.5"
"79","Arizona","31","20-11","2417","78.0","2247","72.5","5.5"
"80","Kansas St.","35","23-12","2467","70.5","2278","65.1","5.4"
"81","LSU","32","17-15","2177","68.0","2007","62.7","5.3"
"82","Long Beach St.","32","24-8","2575","80.5","2408","75.3","5.2"
"83","Vermont","33","25-8","2310","70.0","2138","64.8","5.2"
"84","Fresno St.","32","22-10","2283","71.3","2118","66.2","5.2"
"85","Loyola Chicago","32","21-11","2237","69.9","2075","64.8","5.1"
"86","Arkansas","35","21-14","2487","71.1","2311","66.0","5.0"
"87","Saint Mary's (CA)","32","17-15","2247","70.2","2089","65.3","4.9"
"88","Siena","32","20-12","2437","76.2","2282","71.3","4.8"
"89","Oklahoma St.","35","22-13","2626","75.0","2462","70.3","4.7"
"90","Alabama","32","20-12","2369","74.0","2223","69.5","4.6"
"91","Boston College","33","21-12","2453","74.3","2303","69.8","4.5"
"92","SFA","29","15-14","1936","66.8","1805","62.2","4.5"
"93","Wichita St.","31","17-14","2128","68.6","1988","64.1","4.5"
"94","DePaul","34","20-14","2300","67.6","2152","63.3","4.4"
"95","Providence","31","18-13","2357","76.0","2224","71.7","4.3"
"96","San Diego St.","33","22-11","2389","72.4","2249","68.2","4.2"
"97","George Mason","33","18-15","2090","63.3","1951","59.1","4.2"
"98","Boise St.","31","17-14","2360","76.1","2234","72.1","4.1"
"99","UTEP","31","14-17","2344","75.6","2219","71.6","4.0"
"100","Bradley","35","22-13","2616","74.7","2475","70.7","4.0"
"101","Robert Morris","28","17-11","2105","75.2","1994","71.2","4.0"
"102","South Alabama","32","20-12","2280","71.3","2155","67.3","3.9"
"103","Ole Miss","34","21-13","2486","73.1","2356","69.3","3.8"
"104","Michigan","35","22-13","2249","64.3","2116","60.5","3.8"
"105","UC Santa Barbara","29","18-11","2065","71.2","1955","67.4","3.8"
"106","Col. of Charleston","33","22-11","2290","69.4","2166","65.6","3.8"
"107","Washington","32","19-13","2449","76.5","2336","73.0","3.5"
"108","Cal Poly","30","19-11","2265","75.5","2160","72.0","3.5"
"109","Tennessee Tech","32","19-13","2404","75.1","2295","71.7","3.4"
"110","Utah St.","35","23-12","2466","70.5","2348","67.1","3.4"
"111","Hofstra","32","22-10","2339","73.1","2232","69.8","3.3"
"112","Saint Joseph's","32","18-14","2162","67.6","2061","64.4","3.2"
"113","Austin Peay","33","21-12","2310","70.0","2211","67.0","3.0"
"","Coastal Caro.","30","15-15","2231","74.4","2141","71.4","3.0"
"","UNI","31","18-13","2040","65.8","1947","62.8","3.0"
"116","Portland St.","32","19-13","2503","78.2","2408","75.3","3.0"
"117","Central Conn. St.","34","22-12","2344","68.9","2247","66.1","2.9"
"118","Albany (NY)","33","23-10","2241","67.9","2147","65.1","2.8"
"119","Iowa","31","17-14","2121","68.4","2035","65.6","2.8"
"120","VMI","33","14-19","3331","100.9","3240","98.2","2.8"
"121","Lipscomb","31","18-13","2101","67.8","2017","65.1","2.7"
"122","Nebraska","31","17-14","2072","66.8","1989","64.2","2.7"
"123","American","30","16-14","1945","64.8","1865","62.2","2.7"
"124","Houston","33","18-15","2415","73.2","2328","70.5","2.6"
"125","Montana","32","17-15","2310","72.2","2226","69.6","2.6"
"126","Texas Tech","34","21-13","2437","71.7","2349","69.1","2.6"
"127","Ohio","32","19-13","2331","72.8","2250","70.3","2.5"
"128","Stanford","31","18-13","2156","69.5","2081","67.1","2.4"
"129","Liberty","31","14-17","2369","76.4","2298","74.1","2.3"
"","Baylor","31","15-16","2333","75.3","2262","73.0","2.3"
"131","Cornell","28","16-12","1856","66.3","1792","64.0","2.3"
"132","Wright St.","33","23-10","2125","64.4","2051","62.2","2.2"
"133","Northern Ariz.","30","18-12","2490","83.0","2423","80.8","2.2"
"134","Loyola Maryland","31","18-13","2213","71.4","2148","69.3","2.1"
"135","New Mexico","32","15-17","2410","75.3","2345","73.3","2.0"
"136","Miami (OH)","33","18-15","1962","59.5","1895","57.4","2.0"
"137","Seton Hall","29","13-16","2165","74.7","2110","72.8","1.9"
"138","Columbia","28","16-12","1842","65.8","1789","63.9","1.9"
"139","Eastern Ky.","33","21-12","2151","65.2","2089","63.3","1.9"
"140","Oakland","33","19-14","2299","69.7","2239","67.8","1.8"
"141","Yale","27","14-13","1840","68.1","1791","66.3","1.8"
"142","Green Bay","33","18-15","2232","67.6","2173","65.8","1.8"
"143","Eastern Wash.","29","15-14","2443","84.2","2394","82.6","1.7"
"144","Illinois St.","31","15-16","2068","66.7","2016","65.0","1.7"
"145","Sacred Heart","32","18-14","2513","78.5","2461","76.9","1.6"
"","Weber St.","32","20-12","2266","70.8","2214","69.2","1.6"
"147","UTRGV","29","14-15","1984","68.4","1937","66.8","1.6"
"148","Colorado St.","30","17-13","2178","72.6","2130","71.0","1.6"
"149","Southern Utah","30","16-14","2014","67.1","1975","65.8","1.3"
"","Fordham","30","18-12","1964","65.5","1925","64.2","1.3"
"151","Niagara","35","23-12","2654","75.8","2609","74.5","1.3"
"152","Northwestern St.","32","17-15","2523","78.8","2484","77.6","1.2"
"153","Tulane","30","17-13","2076","69.2","2041","68.0","1.2"
"154","UAB","31","15-16","2051","66.2","2016","65.0","1.1"
"155","San Diego","32","18-14","2403","75.1","2368","74.0","1.1"
"156","Auburn","32","17-15","2340","73.1","2307","72.1","1.0"
"","Western Mich.","32","16-16","2287","71.5","2254","70.4","1.0"
"158","N.C. A&T","32","15-17","2349","73.4","2317","72.4","1.0"
"159","Delaware St.","34","21-13","2031","59.7","1998","58.8","1.0"
"160","Temple","30","12-18","2251","75.0","2222","74.1","1.0"
"161","Saint Louis","33","20-13","2178","66.0","2147","65.1","0.9"
"162","UNC Greensboro","30","16-14","2083","69.4","2055","68.5","0.9"
"163","Ga. Southern","31","15-16","2144","69.2","2116","68.3","0.9"
"164","Toledo","32","19-13","2207","69.0","2179","68.1","0.9"
"165","Dayton","31","19-12","2075","66.9","2051","66.2","0.8"
"166","Drake","32","17-15","2398","74.9","2374","74.2","0.8"
"167","Valparaiso","31","16-15","2056","66.3","2035","65.6","0.7"
"168","Murray St.","30","16-14","1993","66.4","1973","65.8","0.7"
"169","Evansville","31","14-17","2131","68.7","2113","68.2","0.6"
"170","Arkansas St.","33","18-15","2392","72.5","2375","72.0","0.5"
"171","IUPUI","30","15-15","2039","68.0","2026","67.5","0.4"
"172","California","33","16-17","2293","69.5","2281","69.1","0.4"
"173","NC State","36","20-16","2580","71.7","2574","71.5","0.2"
"174","Chattanooga","33","15-18","2261","68.5","2256","68.4","0.2"
"175","SMU","31","14-17","1945","62.7","1941","62.6","0.1"
"","Army West Point","31","15-16","1896","61.2","1892","61.0","0.1"
"177","Rhode Island","33","19-14","2511","76.1","2507","76.0","0.1"
"178","Towson","32","15-17","2175","68.0","2173","67.9","0.1"
"179","Boston U.","30","12-18","1802","60.1","1801","60.0","0.0"
"180","Florida A&M","35","21-14","2467","70.5","2467","70.5","0.0"
"181","Lehigh","31","12-19","1981","63.9","1984","64.0","-0.1"
"182","Rice","32","16-16","2222","69.4","2229","69.7","-0.2"
"183","La.-Monroe","32","18-14","2305","72.0","2317","72.4","-0.4"
"184","Campbell","31","14-17","2433","78.5","2446","78.9","-0.4"
"","CSUN","31","14-17","2340","75.5","2353","75.9","-0.4"
"186","Idaho St.","30","13-17","2012","67.1","2025","67.5","-0.4"
"187","Binghamton","29","13-16","1905","65.7","1918","66.1","-0.4"
"188","Hampton","31","15-16","2113","68.2","2128","68.6","-0.5"
"189","Southeastern La.","30","16-14","2050","68.3","2068","68.9","-0.6"
"190","William & Mary","30","15-15","1906","63.5","1926","64.2","-0.7"
"191","UC Irvine","33","15-18","2186","66.2","2210","67.0","-0.7"
"192","Furman","31","15-16","2102","67.8","2127","68.6","-0.8"
"193","Morehead St.","30","12-18","1936","64.5","1962","65.4","-0.9"
"194","Wyoming","32","17-15","2366","73.9","2394","74.8","-0.9"
"195","Navy","30","14-16","1854","61.8","1881","62.7","-0.9"
"196","St. John's (NY)","31","16-15","1979","63.8","2008","64.8","-0.9"
"197","UIC","32","14-18","2224","69.5","2257","70.5","-1.0"
"198","Quinnipiac","29","14-15","2087","72.0","2117","73.0","-1.0"
"199","Samford","32","16-16","1898","59.3","1934","60.4","-1.1"
"200","South Fla.","30","12-18","1970","65.7","2009","67.0","-1.3"
"201","New Orleans","31","14-17","2270","73.2","2313","74.6","-1.4"
"202","Middle Tenn.","32","15-17","1995","62.3","2040","63.8","-1.4"
"203","Mississippi Val.","34","18-16","2076","61.1","2131","62.7","-1.6"
"204","Purdue Fort Wayne","29","12-17","1982","68.3","2029","70.0","-1.6"
"205","Miami (FL)","32","12-20","2279","71.2","2332","72.9","-1.7"
"206","Charlotte","30","14-16","2101","70.0","2151","71.7","-1.7"
"207","Youngstown St.","31","14-17","2047","66.0","2099","67.7","-1.7"
"208","San Francisco","31","13-18","2300","74.2","2355","76.0","-1.8"
"","Iowa St.","31","15-16","1972","63.6","2027","65.4","-1.8"
"210","Troy","30","13-17","2223","74.1","2278","75.9","-1.8"
"211","Fairleigh Dickinson","30","14-16","2193","73.1","2254","75.1","-2.0"
"212","Maine","30","12-18","1961","65.4","2025","67.5","-2.1"
"213","Jacksonville","29","15-14","2125","73.3","2189","75.5","-2.2"
"214","Lamar University","32","15-17","2367","74.0","2438","76.2","-2.2"
"215","UT Arlington","30","13-17","2225","74.2","2292","76.4","-2.2"
"216","Morgan St.","31","13-18","2108","68.0","2179","70.3","-2.3"
"","Northwestern","31","13-18","1750","56.5","1821","58.7","-2.3"
"218","Fairfield","32","13-19","1996","62.4","2070","64.7","-2.3"
"219","South Carolina St.","30","13-17","1989","66.3","2059","68.6","-2.3"
"220","Jackson St.","35","21-14","2490","71.1","2572","73.5","-2.3"
"221","Bowling Green","31","13-18","2062","66.5","2137","68.9","-2.4"
"222","Penn St.","30","11-19","1962","65.4","2038","67.9","-2.5"
"223","Wake Forest","31","15-16","2288","73.8","2369","76.4","-2.6"
"224","Brown","29","11-18","1759","60.7","1840","63.4","-2.8"
"225","Princeton","28","11-17","1410","50.4","1493","53.3","-3.0"
"226","Detroit Mercy","30","11-19","1913","63.8","2002","66.7","-3.0"
"227","Utah","30","11-19","2075","69.2","2165","72.2","-3.0"
"","Monmouth","30","12-18","1938","64.6","2028","67.6","-3.0"
"229","La Salle","30","10-20","2150","71.7","2241","74.7","-3.0"
"230","Canisius","31","12-19","2154","69.5","2249","72.5","-3.1"
"231","Fla. Atlantic","31","16-15","2321","74.9","2419","78.0","-3.2"
"","Pacific","31","12-19","2126","68.6","2224","71.7","-3.2"
"","Mt. St. Mary's","31","11-20","2022","65.2","2120","68.4","-3.2"
"234","Cincinnati","30","11-19","1937","64.6","2032","67.7","-3.2"
"235","Little Rock","30","13-17","1979","66.0","2075","69.2","-3.2"
"236","Western Caro.","31","11-20","2180","70.3","2281","73.6","-3.3"
"237","Manhattan","30","13-17","1978","65.9","2076","69.2","-3.3"
"","Arizona St.","30","8-22","1755","58.5","1853","61.8","-3.3"
"239","Wagner","30","11-19","2132","71.1","2232","74.4","-3.3"
"240","UMKC","32","12-20","2290","71.6","2397","74.9","-3.3"
"241","Hartford","31","13-18","1925","62.1","2029","65.5","-3.4"
"242","Rider","31","16-15","2169","70.0","2283","73.6","-3.7"
"243","TCU","30","13-17","1892","63.1","2003","66.8","-3.7"
"244","Buffalo","31","12-19","2109","68.0","2226","71.8","-3.8"
"245","LIU Brooklyn","29","10-19","2006","69.2","2118","73.0","-3.9"
"246","McNeese","32","15-17","2028","63.4","2154","67.3","-3.9"
"247","Montana St.","30","11-19","2040","68.0","2161","72.0","-4.0"
"248","Indiana St.","31","13-18","1908","61.5","2034","65.6","-4.1"
"","Ball St.","31","9-22","1848","59.6","1974","63.7","-4.1"
"250","South Carolina","30","14-16","1941","64.7","2063","68.8","-4.1"
"251","Colgate","29","10-19","1652","57.0","1771","61.1","-4.1"
"252","UNC Asheville","31","12-19","2148","69.3","2277","73.5","-4.2"
"253","Marshall","32","13-19","2112","66.0","2247","70.2","-4.2"
"254","Wofford","30","10-20","2129","71.0","2256","75.2","-4.2"
"255","Northeastern","32","13-19","1990","62.2","2127","66.5","-4.3"
"256","Stony Brook","29","9-20","1737","59.9","1866","64.3","-4.4"
"257","UMBC","31","12-19","1875","60.5","2016","65.0","-4.5"
"258","Central Mich.","31","13-18","2035","65.6","2182","70.4","-4.7"
"259","Chicago St.","29","9-20","2110","72.8","2252","77.7","-4.9"
"260","Jacksonville St.","30","9-21","1999","66.6","2146","71.5","-4.9"
"261","Tennessee St.","32","12-20","2065","64.5","2222","69.4","-4.9"
"262","Radford","30","8-22","2108","70.3","2257","75.2","-5.0"
"263","Cleveland St.","31","10-21","1974","63.7","2129","68.7","-5.0"
"264","Mercer","30","13-17","2177","72.6","2329","77.6","-5.1"
"265","Harvard","28","12-16","2025","72.3","2168","77.4","-5.1"
"266","Northern Ill.","30","7-23","2008","66.9","2162","72.1","-5.1"
"267","Ark.-Pine Bluff","31","12-19","1862","60.1","2022","65.2","-5.2"
"268","Charleston So.","30","8-22","2043","68.1","2198","73.3","-5.2"
"269","Eastern Ill.","30","10-20","1832","61.1","1988","66.3","-5.2"
"270","Saint Francis (PA)","29","8-21","1944","67.0","2096","72.3","-5.2"
"271","Eastern Mich.","32","13-19","2039","63.7","2207","69.0","-5.3"
"272","Louisiana Tech","30","10-20","1922","64.1","2081","69.4","-5.3"
"273","FIU","29","12-17","1920","66.2","2077","71.6","-5.4"
"274","Louisiana","30","9-21","2013","67.1","2180","72.7","-5.6"
"275","Minnesota","31","9-22","1880","60.6","2053","66.2","-5.6"
"276","Grambling","26","12-14","1669","64.2","1824","70.2","-6.0"
"277","St. Francis Brooklyn","31","9-22","1955","63.1","2140","69.0","-6.0"
"278","New Hampshire","30","10-20","1762","58.7","1942","64.7","-6.0"
"279","Alabama St.","30","10-20","1826","60.9","2007","66.9","-6.0"
"280","Oregon St.","32","11-21","2028","63.4","2222","69.4","-6.1"
"281","Stetson","31","11-20","2056","66.3","2245","72.4","-6.1"
"282","Pepperdine","31","8-23","2389","77.1","2579","83.2","-6.1"
"","Texas Southern","31","14-17","2017","65.1","2207","71.2","-6.1"
"284","Duquesne","29","10-19","2271","78.3","2450","84.5","-6.2"
"285","Loyola Marymount","31","13-18","2030","65.5","2228","71.9","-6.4"
"286","UNCW","29","7-22","1871","64.5","2057","70.9","-6.4"
"","Rutgers","29","10-19","1734","59.8","1920","66.2","-6.4"
"288","Sacramento St.","29","10-19","2192","75.6","2381","82.1","-6.5"
"289","Alabama A&M","30","10-20","1856","61.9","2052","68.4","-6.5"
"290","Centenary (LA)","31","10-21","2125","68.5","2328","75.1","-6.5"
"291","UT Martin","31","8-23","1957","63.1","2166","69.9","-6.7"
"292","Milwaukee","31","9-22","2007","64.7","2218","71.5","-6.8"
"293","Saint Peter's","30","5-25","1788","59.6","1998","66.6","-7.0"
"294","Howard","31","9-22","2009","64.8","2232","72.0","-7.2"
"295","Southeast Mo. St.","31","11-20","2153","69.5","2383","76.9","-7.4"
"296","Savannah St.","30","12-18","1713","57.1","1937","64.6","-7.5"
"297","Georgia St.","31","11-20","1993","64.3","2226","71.8","-7.5"
"298","Richmond","30","8-22","1817","60.6","2046","68.2","-7.6"
"299","Southern U.","31","10-21","1839","59.3","2077","67.0","-7.7"
"300","Texas St.","29","9-20","2249","77.6","2478","85.4","-7.9"
"301","Elon","30","7-23","1874","62.5","2112","70.4","-7.9"
"302","Western Ill.","30","7-23","1872","62.4","2114","70.5","-8.1"
"303","East Carolina","30","6-24","1779","59.3","2025","67.5","-8.2"
"304","UC Riverside","31","7-24","1991","64.2","2249","72.5","-8.3"
"305","Dartmouth","27","9-18","1591","58.9","1816","67.3","-8.3"
"306","Alcorn","30","11-19","2012","67.1","2265","75.5","-8.4"
"307","Portland","32","9-23","1958","61.2","2229","69.7","-8.5"
"308","James Madison","30","7-23","1919","64.0","2178","72.6","-8.6"
"309","Gardner-Webb","30","9-21","1902","63.4","2163","72.1","-8.7"
"310","Norfolk St.","30","11-19","1970","65.7","2235","74.5","-8.8"
"311","Coppin St.","32","12-20","1972","61.6","2256","70.5","-8.9"
"312","Lafayette","30","9-21","1938","64.6","2210","73.7","-9.1"
"313","UTSA","29","7-22","1656","57.1","1924","66.3","-9.2"
"314","Delaware","31","5-26","1874","60.5","2164","69.8","-9.4"
"315","Nicholls St.","30","8-22","2144","71.5","2427","80.9","-9.4"
"","The Citadel","30","7-23","1758","58.6","2041","68.0","-9.4"
"317","San Jose St.","30","5-25","1858","61.9","2142","71.4","-9.5"
"318","Bethune-Cookman","30","9-21","1631","54.4","1925","64.2","-9.8"
"319","St. Bonaventure","29","7-22","1957","67.5","2261","78.0","-10.5"
"320","Colorado","27","7-20","1867","69.1","2163","80.1","-11.0"
"321","Iona","30","2-28","1758","58.6","2096","69.9","-11.3"
"322","Prairie View","30","8-22","1799","60.0","2149","71.6","-11.7"
"323","Denver","29","4-25","1855","64.0","2194","75.7","-11.7"
"324","UMES","31","4-27","1880","60.6","2278","73.5","-12.8"
"325","Idaho","31","4-27","1907","61.5","2307","74.4","-12.9"
Reclassifying
"NR","North Dakota St.","28","20-8","2141","76.5","1793","64.0","12.4"
"NR","Central Ark.","30","10-20","1958","65.3","2018","67.3","-2.0"
"NR","Kennesaw St.","31","13-18","2106","67.9","2170","70.0","-2.1"
"NR","Northern Colo.","28","4-24","1906","68.1","2147","76.7","-8.6"
"NR","Longwood","31","9-22","2012","64.9","2292","73.9","-9.0"
"NR","South Dakota St.","30","6-24","1861","62.0","2185","72.8","-10.8"
"NR","UC Davis","28","5-23","1867","66.7","2219","79.3","-12.6"
"NR","North Florida","29","3-26","1591","54.9","1963","67.7","-12.8"
"NR","NJIT","29","5-24","1657","57.1","2047","70.6","-13.4"
"NR","Wilmington (DE)","27","1-26","1859","68.9","2264","83.9","-15.0"


      <script type="text/javascript">
var gaJsHost = (("https:" == document.location.protocol) ? "https://ssl." : "http://www.");document.write(unescape("%3Cscript src='" + gaJsHost + "google-analytics.com/ga.js' type='text/javascript'%3E%3C/script%3E"));
</script>
<script type="text/javascript">
try {
var pageTracker = _gat._getTracker("UA-2045383-4");                        
pageTracker._trackPageview();                                              
} catch(err) {}
</script>

      
